IBGE;NU_IDENTIFICADOR;q55_3;q55_9;q55_10;q55_11;q55_12;q55_13;q55_14;IBGE7;UF;Regiao;Município;areaKm2;Pop_total_2022;Porte_pop2022;Q_incompleto;q7;DataCenso;DataCenso_2023;d55_2_Faixas_etarias;d55_9;d55_11;d55_9bin1;d55_9bin2;d55_9bin3;d55_10bin1;d55_10bin2;d55_10bin3;d55_10bin4;d55_10bin5;d55_11bin1;d55_11bin2;d55_11bin3;d55_11bin4;d55_9bin1_sum;d55_9bin2_sum;d55_9bin3_sum;d55_10bin1_sum;d55_10bin2_sum;d55_10bin3_sum;d55_10bin4_sum;d55_10bin5_sum;d55_11bin1_sum;d55_11bin2_sum;d55_11bin3_sum;d55_11bin4_sum;nu_trabalhadores
430930;4,3093E+12;Feminino;Superior Completo;Psicóloga(o);Servidor(a) Estatutária(o);Técnico(a) de nível superior;De 31 a 40 horas semanais;08/09/2022;4309308;Rio Grande do Sul;Região Sul;Guaíba;376,947;92924;Médio;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;;;;Psicólogo;Servidor Estatutário;;;;;;2;;1;;;1;2;;;;2
430960;4,3096E+12;Feminino;Superior Completo;Assistente Social;Servidor(a) Temporária(o);Técnico(a) de nível superior;De 11 a 20 horas semanais;10/07/2023;4309605;Rio Grande do Sul;Região Sul;Horizontina;229,398;18851;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;Assistente Social;;;;;;;Outros vínculos não permanentes;;;2;;1;;;1;;;;2;2
430960;4,3096E+12;Feminino;Superior Completo;Psicóloga(o);Servidor(a) Temporária(o);Técnico(a) de nível superior;De 31 a 40 horas semanais;10/07/2023;4309605;Rio Grande do Sul;Região Sul;Horizontina;229,398;18851;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;Psicólogo;;;;Outros vínculos não permanentes;;;2;;1;;;1;;;;2;2
431000;4,31E+12;Feminino;Especialização;Psicóloga(o);Servidor(a) Estatutária(o);Técnico(a) de nível superior;De 11 a 20 horas semanais;19/10/2022;4310009;Rio Grande do Sul;Região Sul;Ibirubá;607,535;21583;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;;;;Psicólogo;Servidor Estatutário;;;;;;3;1;1;;;1;3;;;;3
431000;4,31E+12;Feminino;Superior Completo;Assistente Social;Servidor(a) Estatutária(o);Técnico(a) de nível superior;De 11 a 20 horas semanais;19/10/2022;4310009;Rio Grande do Sul;Região Sul;Ibirubá;607,535;21583;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;Assistente Social;;;;Servidor Estatutário;;;;;;3;1;1;;;1;3;;;;3
431000;4,31E+12;Feminino;Superior Completo;Pedagoga(o);Servidor(a) Estatutária(o);Coordenador(a);De 11 a 20 horas semanais;19/10/2022;4310009;Rio Grande do Sul;Região Sul;Ibirubá;607,535;21583;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;Pedagogo;;;;;Servidor Estatutário;;;;;;3;1;1;;;1;3;;;;3
431020;4,3102E+12;Feminino;Especialização;Psicóloga(o);Servidor(a) Estatutária(o);Técnico(a) de nível superior;De 21 a 30 horas semanais;01/11/2021;4310207;Rio Grande do Sul;Região Sul;Ijuí;689,387;84780;Médio;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;;;;Psicólogo;Servidor Estatutário;;;;;;4;;3;;;1;4;;;;4
431020;4,3102E+12;Feminino;Superior Completo;Assistente Social;Servidor(a) Estatutária(o);Coordenador(a);Até 10 horas semanais;01/01/2021;4310207;Rio Grande do Sul;Região Sul;Ijuí;689,387;84780;Médio;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;Assistente Social;;;;Servidor Estatutário;;;;;;4;;3;;;1;4;;;;4
431020;4,3102E+12;Feminino;Mestrado;Assistente Social;Servidor(a) Estatutária(o);Técnico(a) de nível superior;De 31 a 40 horas semanais;01/01/2021;4310207;Rio Grande do Sul;Região Sul;Ijuí;689,387;84780;Médio;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;Assistente Social;;;;Servidor Estatutário;;;;;;4;;3;;;1;4;;;;4
431020;4,3102E+12;Feminino;Especialização;Assistente Social;Servidor(a) Estatutária(o);Técnico(a) de nível superior;De 21 a 30 horas semanais;01/08/2023;4310207;Rio Grande do Sul;Região Sul;Ijuí;689,387;84780;Médio;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;Assistente Social;;;;Servidor Estatutário;;;;;;4;;3;;;1;4;;;;4
431162;4,31162E+12;Masculino;Superior Completo;Assistente Social;Servidor(a) Estatutária(o);Técnico(a) de nível superior;De 31 a 40 horas semanais;24/08/2017;4311627;Rio Grande do Sul;Região Sul;Lindolfo Collor;32,991;6248;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;Assistente Social;;;;Servidor Estatutário;;;;;;1;;1;;;;1;;;;1
431240;4,3124E+12;Feminino;Especialização;Assistente Social;Servidor(a) Estatutária(o);Técnico(a) de nível superior;De 21 a 30 horas semanais;26/07/2022;4312401;Rio Grande do Sul;Região Sul;Montenegro;424,435;64322;Médio;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;Assistente Social;;;;Servidor Estatutário;;;;;;2;;1;;;1;2;;;;2
431240;4,3124E+12;Masculino;Mestrado;Psicóloga(o);Servidor(a) Estatutária(o);Técnico(a) de nível superior;De 21 a 30 horas semanais;15/08/2022;4312401;Rio Grande do Sul;Região Sul;Montenegro;424,435;64322;Médio;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;;;;Psicólogo;Servidor Estatutário;;;;;;2;;1;;;1;2;;;;2
431320;4,3132E+12;Feminino;Superior Completo;Psicóloga(o);Servidor(a) Temporária(o);Técnico(a) de nível superior;De 31 a 40 horas semanais;02/05/2023;4313201;Rio Grande do Sul;Região Sul;Nova Petrópolis;291,3;23300;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;Psicólogo;;;;Outros vínculos não permanentes;;;2;;1;;;1;;;1;1;2
431320;4,3132E+12;Feminino;Especialização;Assistente Social;Comissionada(o);Coordenador(a);Mais de 44 horas semanais;17/01/2023;4313201;Rio Grande do Sul;Região Sul;Nova Petrópolis;291,3;23300;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;Nível Superior;Comissionado;;;Nível Superior;;Assistente Social;;;;;;Comissionado;;;;2;;1;;;1;;;1;1;2
431410;4,3141E+12;Feminino;Especialização;Assistente Social;Servidor(a) Temporária(o);Técnico(a) de nível superior;De 31 a 40 horas semanais;28/08/2023;4314100;Rio Grande do Sul;Região Sul;Passo Fundo;783,421;206215;Grande;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;Assistente Social;;;;;;;Outros vínculos não permanentes;;;4;;2;;;1;1;;1;2;4
431410;4,3141E+12;Feminino;Superior Completo;Assistente Social;Comissionada(o);Coordenador(a);Até 10 horas semanais;01/03/2021;4314100;Rio Grande do Sul;Região Sul;Passo Fundo;783,421;206215;Grande;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Comissionado;;;Nível Superior;;Assistente Social;;;;;;Comissionado;;;;4;;2;;;1;1;;1;2;4
431410;4,3141E+12;Feminino;Especialização;Psicóloga(o);Servidor(a) Temporária(o);Técnico(a) de nível superior;De 31 a 40 horas semanais;28/08/2023;4314100;Rio Grande do Sul;Região Sul;Passo Fundo;783,421;206215;Grande;completo;Municipal;31.08.2023;31/ago/23;16 a 29 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;Psicólogo;;;;Outros vínculos não permanentes;;;4;;2;;;1;1;;1;2;4
431410;4,3141E+12;Masculino;Superior Completo;Profissional de nível médio;Servidor(a) Estatutária(o);Educador(a) Social;Até 10 horas semanais;08/05/2019;4314100;Rio Grande do Sul;Região Sul;Passo Fundo;783,421;206215;Grande;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;;;;;Servidor Estatutário;;;;;;4;;2;;;1;1;;1;2;4
431420;4,3142E+12;Feminino;Superior Completo;Outra formação de nível superior;Comissionada(o);Coordenador(a);De 31 a 40 horas semanais;23/03/2017;4314209;Rio Grande do Sul;Região Sul;Pedro Osório;608,789;7484;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;Nível Superior;Comissionado;;;Nível Superior;;;;;;;;Comissionado;;;;1;;;;;;;;1;;1
431440;4,3144E+12;Feminino;Especialização;Assistente Social;Servidor(a) Estatutária(o);Técnico(a) de nível superior;De 21 a 30 horas semanais;15/08/2020;4314407;Rio Grande do Sul;Região Sul;Pelotas;1610,084;325685;Grande;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;Assistente Social;;;;Servidor Estatutário;;;;;1;4;;3;;;1;5;;;;5
431440;4,3144E+12;Feminino;Médio Completo;Profissional de nível médio;Servidor(a) Estatutária(o);Educador(a) Social;De 31 a 40 horas semanais;02/12/2019;4314407;Rio Grande do Sul;Região Sul;Pelotas;1610,084;325685;Grande;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Médio;Servidor Estatutário;;Nível Médio;;;;;;;Servidor Estatutário;;;;;1;4;;3;;;1;5;;;;5
431440;4,3144E+12;Feminino;Superior Completo;Assistente Social;Servidor(a) Estatutária(o);Coordenador(a);De 21 a 30 horas semanais;02/01/2017;4314407;Rio Grande do Sul;Região Sul;Pelotas;1610,084;325685;Grande;completo;Municipal;31.08.2023;31/ago/23;61 a 80 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;Assistente Social;;;;Servidor Estatutário;;;;;1;4;;3;;;1;5;;;;5
431440;4,3144E+12;Feminino;Mestrado;Psicóloga(o);Servidor(a) Estatutária(o);Técnico(a) de nível superior;De 21 a 30 horas semanais;29/03/2017;4314407;Rio Grande do Sul;Região Sul;Pelotas;1610,084;325685;Grande;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;;;;Psicólogo;Servidor Estatutário;;;;;1;4;;3;;;1;5;;;;5
431440;4,3144E+12;Feminino;Superior Completo;Assistente Social;Servidor(a) Estatutária(o);Técnico(a) de nível superior;De 21 a 30 horas semanais;11/06/2018;4314407;Rio Grande do Sul;Região Sul;Pelotas;1610,084;325685;Grande;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;Assistente Social;;;;Servidor Estatutário;;;;;1;4;;3;;;1;5;;;;5
431490;4,3149E+12;Feminino;Mestrado;Psicóloga(o);Empregada(o) Privada(o) (CLT);Coordenador(a);De 21 a 30 horas semanais;20/07/2020;4314902;Rio Grande do Sul;Região Sul;Porto Alegre;496,682;1332833;Metrópole;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;Psicólogo;;;;Outros vínculos não permanentes;;;3;;1;;;2;;;;3;3
431490;4,3149E+12;Feminino;Superior Completo;Assistente Social;Empregada(o) Privada(o) (CLT);Técnico(a) de nível superior;De 21 a 30 horas semanais;21/09/2020;4314902;Rio Grande do Sul;Região Sul;Porto Alegre;496,682;1332833;Metrópole;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;Assistente Social;;;;;;;Outros vínculos não permanentes;;;3;;1;;;2;;;;3;3
431490;4,3149E+12;Feminino;Superior Completo;Psicóloga(o);Empregada(o) Privada(o) (CLT);Técnico(a) de nível superior;De 41 a 44 horas semanais;02/12/2019;4314902;Rio Grande do Sul;Região Sul;Porto Alegre;496,682;1332833;Metrópole;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;Psicólogo;;;;Outros vínculos não permanentes;;;3;;1;;;2;;;;3;3
431560;4,3156E+12;Feminino;Especialização;Assistente Social;Comissionada(o);Coordenador(a);De 21 a 30 horas semanais;01/07/2023;4315602;Rio Grande do Sul;Região Sul;Rio Grande;2709,522;191900;Grande;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Comissionado;;;Nível Superior;;Assistente Social;;;;;;Comissionado;;;;2;;1;;;1;1;;1;;2
431560;4,3156E+12;Feminino;Superior Completo;Psicóloga(o);Servidor(a) Estatutária(o);Técnico(a) de nível superior;De 21 a 30 horas semanais;06/07/2022;4315602;Rio Grande do Sul;Região Sul;Rio Grande;2709,522;191900;Grande;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;;;;Psicólogo;Servidor Estatutário;;;;;;2;;1;;;1;1;;1;;2
431670;4,3167E+12;Feminino;Superior Completo;Assistente Social;Servidor(a) Estatutária(o);Coordenador(a);Até 10 horas semanais;22/07/2022;4316709;Rio Grande do Sul;Região Sul;Santa Bárbara do Sul;975,507;8122;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;Assistente Social;;;;Servidor Estatutário;;;;;;2;;1;;;1;1;;;1;2
431670;4,3167E+12;Feminino;Superior Completo;Psicóloga(o);Servidor(a) Temporária(o);Técnico(a) de nível superior;Até 10 horas semanais;01/09/2023;4316709;Rio Grande do Sul;Região Sul;Santa Bárbara do Sul;975,507;8122;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;Psicólogo;;;;Outros vínculos não permanentes;;;2;;1;;;1;1;;;1;2
431680;4,3168E+12;Feminino;Superior Completo;Assistente Social;Servidor(a) Estatutária(o);Coordenador(a);Até 10 horas semanais;15/08/2022;4316808;Rio Grande do Sul;Região Sul;Santa Cruz do Sul;733,409;133246;Grande;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;Assistente Social;;;;Servidor Estatutário;;;;;;3;;2;;;1;3;;;;3
431680;4,3168E+12;Feminino;Superior Completo;Assistente Social;Servidor(a) Estatutária(o);Técnico(a) de nível superior;Até 10 horas semanais;15/08/2022;4316808;Rio Grande do Sul;Região Sul;Santa Cruz do Sul;733,409;133246;Grande;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;Assistente Social;;;;Servidor Estatutário;;;;;;3;;2;;;1;3;;;;3
431680;4,3168E+12;Feminino;Especialização;Psicóloga(o);Servidor(a) Estatutária(o);Técnico(a) de nível superior;Até 10 horas semanais;13/04/2023;4316808;Rio Grande do Sul;Região Sul;Santa Cruz do Sul;733,409;133246;Grande;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;;;;Psicólogo;Servidor Estatutário;;;;;;3;;2;;;1;3;;;;3
431690;4,3169E+12;Feminino;Especialização;Assistente Social;Servidor(a) Estatutária(o);Técnico(a) de nível superior;De 31 a 40 horas semanais;10/10/2022;4316907;Rio Grande do Sul;Região Sul;Santa Maria;1781,757;271735;Grande;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;Assistente Social;;;;Servidor Estatutário;;;;;;3;;2;;;1;3;;;;3
431690;4,3169E+12;Feminino;Superior Completo;Psicóloga(o);Servidor(a) Estatutária(o);Técnico(a) de nível superior;De 31 a 40 horas semanais;10/10/2022;4316907;Rio Grande do Sul;Região Sul;Santa Maria;1781,757;271735;Grande;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;;;;Psicólogo;Servidor Estatutário;;;;;;3;;2;;;1;3;;;;3
431690;4,3169E+12;Feminino;Superior Completo;Assistente Social;Servidor(a) Estatutária(o);Coordenador(a);De 11 a 20 horas semanais;10/10/2022;4316907;Rio Grande do Sul;Região Sul;Santa Maria;1781,757;271735;Grande;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;Assistente Social;;;;Servidor Estatutário;;;;;;3;;2;;;1;3;;;;3
431720;4,3172E+12;Feminino;Especialização;Psicóloga(o);Servidor(a) Estatutária(o);Técnico(a) de nível superior;De 31 a 40 horas semanais;10/05/2017;4317202;Rio Grande do Sul;Região Sul;Santa Rosa;489,798;76963;Médio;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;;;;Psicólogo;Servidor Estatutário;;;;;1;2;;1;;;1;3;;;;3
431720;4,3172E+12;Feminino;Especialização;Assistente Social;Servidor(a) Estatutária(o);Técnico(a) de nível superior;De 31 a 40 horas semanais;21/02/2022;4317202;Rio Grande do Sul;Região Sul;Santa Rosa;489,798;76963;Médio;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;Assistente Social;;;;Servidor Estatutário;;;;;1;2;;1;;;1;3;;;;3
431720;4,3172E+12;Feminino;Médio Completo;Sem formação profissional;Servidor(a) Estatutária(o);Serviços Gerais;De 31 a 40 horas semanais;17/02/2022;4317202;Rio Grande do Sul;Região Sul;Santa Rosa;489,798;76963;Médio;completo;Municipal;31.08.2023;31/ago/23;61 a 80 anos;Nível Médio;Servidor Estatutário;;Nível Médio;;;;;;;Servidor Estatutário;;;;;1;2;;1;;;1;3;;;;3
431740;4,3174E+12;Feminino;Superior Completo;Psicóloga(o);Servidor(a) Estatutária(o);Técnico(a) de nível superior;De 31 a 40 horas semanais;07/02/2016;4317400;Rio Grande do Sul;Região Sul;Santiago;2413,133;48938;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;;;;Psicólogo;Servidor Estatutário;;;;;;2;;1;;;1;2;;;;2
431740;4,3174E+12;Feminino;Superior Completo;Assistente Social;Servidor(a) Estatutária(o);Técnico(a) de nível superior;De 31 a 40 horas semanais;01/02/2017;4317400;Rio Grande do Sul;Região Sul;Santiago;2413,133;48938;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;Assistente Social;;;;Servidor Estatutário;;;;;;2;;1;;;1;2;;;;2
431750;4,3175E+12;Feminino;Superior Completo;Assistente Social;Servidor(a) Estatutária(o);Técnico(a) de nível superior;De 11 a 20 horas semanais;10/08/2015;4317509;Rio Grande do Sul;Região Sul;Santo Ângelo;680,498;76917;Médio;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;Assistente Social;;;;Servidor Estatutário;;;;;1;6;1;3;;;2;6;;;1;7
431750;4,3175E+12;Feminino;Especialização;Assistente Social;Servidor(a) Estatutária(o);Técnico(a) de nível superior;De 21 a 30 horas semanais;30/09/2020;4317509;Rio Grande do Sul;Região Sul;Santo Ângelo;680,498;76917;Médio;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;Assistente Social;;;;Servidor Estatutário;;;;;1;6;1;3;;;2;6;;;1;7
431750;4,3175E+12;Feminino;Superior Completo;Pedagoga(o);Servidor(a) Estatutária(o);Técnico(a) de nível superior;De 21 a 30 horas semanais;30/04/2019;4317509;Rio Grande do Sul;Região Sul;Santo Ângelo;680,498;76917;Médio;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;Pedagogo;;;;;Servidor Estatutário;;;;;1;6;1;3;;;2;6;;;1;7
431750;4,3175E+12;Feminino;Superior Completo;Psicóloga(o);Servidor(a) Estatutária(o);Técnico(a) de nível superior;De 21 a 30 horas semanais;15/04/2019;4317509;Rio Grande do Sul;Região Sul;Santo Ângelo;680,498;76917;Médio;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;;;;Psicólogo;Servidor Estatutário;;;;;1;6;1;3;;;2;6;;;1;7
431750;4,3175E+12;Feminino;Especialização;Assistente Social;Outro vínculo não permanente;Coordenador(a);De 31 a 40 horas semanais;10/02/2017;4317509;Rio Grande do Sul;Região Sul;Santo Ângelo;680,498;76917;Médio;completo;Municipal;31.08.2023;31/ago/23;61 a 80 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;Assistente Social;;;;;;;Outros vínculos não permanentes;;1;6;1;3;;;2;6;;;1;7
431750;4,3175E+12;Masculino;Médio Completo;Sem formação profissional;Servidor(a) Estatutária(o);Motorista;De 31 a 40 horas semanais;02/05/2022;4317509;Rio Grande do Sul;Região Sul;Santo Ângelo;680,498;76917;Médio;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Médio;Servidor Estatutário;;Nível Médio;;;;;;;Servidor Estatutário;;;;;1;6;1;3;;;2;6;;;1;7
431750;4,3175E+12;Feminino;Especialização;Psicóloga(o);Servidor(a) Estatutária(o);Técnico(a) de nível superior;De 31 a 40 horas semanais;10/02/2017;4317509;Rio Grande do Sul;Região Sul;Santo Ângelo;680,498;76917;Médio;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;;;;Psicólogo;Servidor Estatutário;;;;;1;6;1;3;;;2;6;;;1;7
431870;4,3187E+12;Feminino;Superior Completo;Assistente Social;Servidor(a) Estatutária(o);Técnico(a) de nível superior;De 31 a 40 horas semanais;19/01/2023;4318705;Rio Grande do Sul;Região Sul;São Leopoldo;102,738;217409;Grande;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;Assistente Social;;;;Servidor Estatutário;;;;;;3;1;1;;;1;3;;;;3
431870;4,3187E+12;Feminino;Especialização;Psicóloga(o);Servidor(a) Estatutária(o);Técnico(a) de nível superior;De 31 a 40 horas semanais;19/01/2023;4318705;Rio Grande do Sul;Região Sul;São Leopoldo;102,738;217409;Grande;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;;;;Psicólogo;Servidor Estatutário;;;;;;3;1;1;;;1;3;;;;3
431870;4,3187E+12;Feminino;Especialização;Pedagoga(o);Servidor(a) Estatutária(o);Coordenador(a);Mais de 44 horas semanais;19/01/2023;4318705;Rio Grande do Sul;Região Sul;São Leopoldo;102,738;217409;Grande;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;Pedagogo;;;;;Servidor Estatutário;;;;;;3;1;1;;;1;3;;;;3
431900;4,319E+12;Masculino;Superior Incompleto;Psicóloga(o);Sem Vínculo;Estagiário(a);Até 10 horas semanais;31/10/2023;4319000;Rio Grande do Sul;Região Sul;São Marcos;256,252;21084;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;16 a 29 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;Psicólogo;;;;Outros vínculos não permanentes;;1;3;;1;;;2;2;;1;1;4
431900;4,319E+12;Feminino;Mestrado;Assistente Social;Servidor(a) Estatutária(o);Técnico(a) de nível superior;De 11 a 20 horas semanais;31/10/2023;4319000;Rio Grande do Sul;Região Sul;São Marcos;256,252;21084;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;Assistente Social;;;;Servidor Estatutário;;;;;1;3;;1;;;2;2;;1;1;4
431900;4,319E+12;Masculino;Superior Completo;Contador;Comissionada(o);Coordenador(a);De 31 a 40 horas semanais;31/10/2023;4319000;Rio Grande do Sul;Região Sul;São Marcos;256,252;21084;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Superior;Comissionado;;;Nível Superior;;;;;;;;Comissionado;;;1;3;;1;;;2;2;;1;1;4
431900;4,319E+12;Feminino;Superior Completo;Psicóloga(o);Servidor(a) Estatutária(o);Técnico(a) de nível superior;De 21 a 30 horas semanais;31/10/2023;4319000;Rio Grande do Sul;Região Sul;São Marcos;256,252;21084;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;;;;Psicólogo;Servidor Estatutário;;;;;1;3;;1;;;2;2;;1;1;4
431915;4,31915E+12;Feminino;Superior Completo;Psicóloga(o);Servidor(a) Estatutária(o);Técnico(a) de nível superior;Até 10 horas semanais;03/11/2008;4319158;Rio Grande do Sul;Região Sul;São Miguel das Missões;1229,62;7056;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;;;;Psicólogo;Servidor Estatutário;;;;;;4;1;1;;;1;3;;1;;4
431915;4,31915E+12;Feminino;Especialização;Assistente Social;Servidor(a) Estatutária(o);Técnico(a) de nível superior;Até 10 horas semanais;01/03/2019;4319158;Rio Grande do Sul;Região Sul;São Miguel das Missões;1229,62;7056;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;Assistente Social;;;;Servidor Estatutário;;;;;;4;1;1;;;1;3;;1;;4
431915;4,31915E+12;Masculino;Superior Completo;Pedagoga(o);Servidor(a) Estatutária(o);Técnico(a) de nível superior;Até 10 horas semanais;01/06/2022;4319158;Rio Grande do Sul;Região Sul;São Miguel das Missões;1229,62;7056;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;Pedagogo;;;;;Servidor Estatutário;;;;;;4;1;1;;;1;3;;1;;4
431915;4,31915E+12;Feminino;Superior Completo;Outra formação de nível superior;Comissionada(o);Coordenador(a);De 31 a 40 horas semanais;01/01/2022;4319158;Rio Grande do Sul;Região Sul;São Miguel das Missões;1229,62;7056;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;Nível Superior;Comissionado;;;Nível Superior;;;;;;;;Comissionado;;;;4;1;1;;;1;3;;1;;4
432000;4,32E+12;Feminino;Superior Completo;Psicóloga(o);Comissionada(o);Coordenador(a);De 31 a 40 horas semanais;17/06/2021;4320008;Rio Grande do Sul;Região Sul;Sapucaia do Sul;58,309;132107;Grande;completo;Municipal;31.08.2023;31/ago/23;16 a 29 anos;Nível Superior;Comissionado;;;Nível Superior;;;;;Psicólogo;;;Comissionado;;;;2;;1;;;1;1;;1;;2
