IBGE,NU_IDENTIFICADOR,rf_sexo,rf_escolaridade,rf_profissao,rf_vinculo,Nome_UF,Código Município Completo,Nome_Município
430040,"4,3004E+12",Feminino,Sem Escolaridade,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,430040,Alegrete
430040,"4,3004E+12",Feminino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,430040,Alegrete
430040,"4,3004E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,430040,Alegrete
430040,"4,3004E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,430040,Alegrete
430040,"4,3004E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Rio Grande do Sul,430040,Alegrete
430040,"4,3004E+12",Feminino,Superior Completo,Assistente Social,Sem Vínculo,Rio Grande do Sul,430040,Alegrete
430040,"4,3004E+12",Feminino,Superior Completo,Pedagoga(o),Sem Vínculo,Rio Grande do Sul,430040,Alegrete
430040,"4,3004E+12",Feminino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,430040,Alegrete
430040,"4,3004E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Rio Grande do Sul,430040,Alegrete
430040,"4,3004E+12",Feminino,Superior Completo,Pedagoga(o),Sem Vínculo,Rio Grande do Sul,430040,Alegrete
430040,"4,3004E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,430040,Alegrete
430040,"4,3004E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Rio Grande do Sul,430040,Alegrete
430040,"4,3004E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Rio Grande do Sul,430040,Alegrete
430040,"4,3004E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,430040,Alegrete
430040,"4,3004E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,430040,Alegrete
430040,"4,3004E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,430040,Alegrete
430040,"4,3004E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,430040,Alegrete
430040,"4,3004E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,430040,Alegrete
430040,"4,3004E+12",Feminino,Médio Incompleto,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,430040,Alegrete
430060,"4,3006E+12",Masculino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,430060,Alvorada
430060,"4,3006E+12",Feminino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,430060,Alvorada
430470,"4,3047E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Rio Grande do Sul,430470,Carazinho
430470,"4,3047E+12",Feminino,Superior Completo,Pedagoga(o),Sem Vínculo,Rio Grande do Sul,430470,Carazinho
430470,"4,3047E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,430470,Carazinho
430470,"4,3047E+12",Masculino,Médio Completo,Profissional de nível médio,Sem Vínculo,Rio Grande do Sul,430470,Carazinho
430470,"4,3047E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,430470,Carazinho
430470,"4,3047E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Rio Grande do Sul,430470,Carazinho
430510,"4,3051E+12",Masculino,Superior Completo,Pedagoga(o),Sem Vínculo,Rio Grande do Sul,430510,Caxias do Sul
430510,"4,3051E+12",Feminino,Superior Completo,Advogada(o),Sem Vínculo,Rio Grande do Sul,430510,Caxias do Sul
430512,"4,30512E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Voluntária(o),Rio Grande do Sul,430512,Cerrito
430512,"4,30512E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Voluntária(o),Rio Grande do Sul,430512,Cerrito
430610,"4,3061E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Servidor(a) Temporário(a),Rio Grande do Sul,430610,Cruz Alta
430610,"4,3061E+12",Feminino,Superior Completo,Psicóloga(o),Servidor(a) Temporário(a),Rio Grande do Sul,430610,Cruz Alta
430610,"4,3061E+12",Masculino,Superior Completo,Outra formação de nível superior,Servidor(a) Temporário(a),Rio Grande do Sul,430610,Cruz Alta
430610,"4,3061E+12",Masculino,Fundamental Incompleto,Sem formação profissional,Outro vínculo não permanente,Rio Grande do Sul,430610,Cruz Alta
430693,"4,30693E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,430693,Entre-Ijuís
430693,"4,30693E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,430693,Entre-Ijuís
430693,"4,30693E+12",Feminino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,430693,Entre-Ijuís
430693,"4,30693E+12",Masculino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,430693,Entre-Ijuís
430693,"4,30693E+12",Masculino,Médio Completo,Profissional de nível médio,Outro vínculo não permanente,Rio Grande do Sul,430693,Entre-Ijuís
430693,"4,30693E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Rio Grande do Sul,430693,Entre-Ijuís
430693,"4,30693E+12",Masculino,Médio Incompleto,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,430693,Entre-Ijuís
430693,"4,30693E+12",Feminino,Fundamental Completo,Sem formação profissional,Outro vínculo não permanente,Rio Grande do Sul,430693,Entre-Ijuís
430693,"4,30693E+12",Feminino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,430693,Entre-Ijuís
430693,"4,30693E+12",Masculino,Médio Completo,Profissional de nível médio,Sem Vínculo,Rio Grande do Sul,430693,Entre-Ijuís
430693,"4,30693E+12",Feminino,Médio Incompleto,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,430693,Entre-Ijuís
430693,"4,30693E+12",Masculino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,430693,Entre-Ijuís
430900,"4,309E+12",Feminino,Fundamental Completo,Sem formação profissional,Outro vínculo não permanente,Rio Grande do Sul,430900,Giruá
430900,"4,309E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,430900,Giruá
430900,"4,309E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Outro vínculo não permanente,Rio Grande do Sul,430900,Giruá
430900,"4,309E+12",Masculino,Médio Completo,Sem formação profissional,Outro vínculo não permanente,Rio Grande do Sul,430900,Giruá
430900,"4,309E+12",Feminino,Médio Incompleto,Sem formação profissional,Outro vínculo não permanente,Rio Grande do Sul,430900,Giruá
430900,"4,309E+12",Masculino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,430900,Giruá
430900,"4,309E+12",Feminino,Médio Incompleto,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,430900,Giruá
430900,"4,309E+12",Masculino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,430900,Giruá
430900,"4,309E+12",Masculino,Fundamental Completo,Sem formação profissional,Outro vínculo não permanente,Rio Grande do Sul,430900,Giruá
430900,"4,309E+12",Masculino,Fundamental Incompleto,Sem formação profissional,Outro vínculo não permanente,Rio Grande do Sul,430900,Giruá
430900,"4,309E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,430900,Giruá
430900,"4,309E+12",Masculino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,430900,Giruá
430900,"4,309E+12",Masculino,Fundamental Incompleto,Sem formação profissional,Outro vínculo não permanente,Rio Grande do Sul,430900,Giruá
430900,"4,309E+12",Masculino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,430900,Giruá
430900,"4,309E+12",Feminino,Médio Completo,Sem formação profissional,Outro vínculo não permanente,Rio Grande do Sul,430900,Giruá
430900,"4,309E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,430900,Giruá
430910,"4,3091E+12",Feminino,Médio Completo,Sem formação profissional,Outro vínculo não permanente,Rio Grande do Sul,430910,Gramado
430910,"4,3091E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,430910,Gramado
430910,"4,3091E+12",Feminino,Superior Completo,Pedagoga(o),Outro vínculo não permanente,Rio Grande do Sul,430910,Gramado
430910,"4,3091E+12",Feminino,Médio Completo,Sem formação profissional,Outro vínculo não permanente,Rio Grande do Sul,430910,Gramado
430915,"4,30915E+12",Masculino,Fundamental Completo,Profissional de nível médio,Sem Vínculo,Rio Grande do Sul,430915,Gramado Xavier
430930,"4,3093E+12",Feminino,Superior Completo,Pedagoga(o),Outro vínculo não permanente,Rio Grande do Sul,430930,Guaíba
430930,"4,3093E+12",Feminino,Médio Completo,Sem formação profissional,Outro vínculo não permanente,Rio Grande do Sul,430930,Guaíba
430930,"4,3093E+12",Feminino,Médio Completo,Sem formação profissional,Outro vínculo não permanente,Rio Grande do Sul,430930,Guaíba
430930,"4,3093E+12",Feminino,Superior Completo,Outra formação de nível superior,Outro vínculo não permanente,Rio Grande do Sul,430930,Guaíba
430930,"4,3093E+12",Feminino,Superior Completo,Outra formação de nível superior,Outro vínculo não permanente,Rio Grande do Sul,430930,Guaíba
430930,"4,3093E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Rio Grande do Sul,430930,Guaíba
431000,"4,31E+12",Masculino,Superior Incompleto,Sem formação profissional,Outro vínculo não permanente,Rio Grande do Sul,431000,Ibirubá
431000,"4,31E+12",Feminino,Médio Completo,Sem formação profissional,Comissionada(o),Rio Grande do Sul,431000,Ibirubá
431000,"4,31E+12",Masculino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,431000,Ibirubá
431000,"4,31E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,431000,Ibirubá
431020,"4,3102E+12",Feminino,Médio Completo,Sem formação profissional,Outro vínculo não permanente,Rio Grande do Sul,431020,Ijuí
431020,"4,3102E+12",Masculino,Médio Incompleto,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,431020,Ijuí
431020,"4,3102E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Outro vínculo não permanente,Rio Grande do Sul,431020,Ijuí
431020,"4,3102E+12",Feminino,Superior Incompleto,Sem formação profissional,Outro vínculo não permanente,Rio Grande do Sul,431020,Ijuí
431020,"4,3102E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Outro vínculo não permanente,Rio Grande do Sul,431020,Ijuí
431020,"4,3102E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,431020,Ijuí
431020,"4,3102E+12",Masculino,Médio Completo,Sem formação profissional,Outro vínculo não permanente,Rio Grande do Sul,431020,Ijuí
431162,"4,31162E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,431162,Lindolfo Collor
431320,"4,3132E+12",Masculino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,431320,Nova Petrópolis
431320,"4,3132E+12",Masculino,Superior Completo,Analista de Sistema,Sem Vínculo,Rio Grande do Sul,431320,Nova Petrópolis
431410,"4,3141E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Rio Grande do Sul,431410,Passo Fundo
431410,"4,3141E+12",Masculino,Superior Completo,Administrador(a),Outro vínculo não permanente,Rio Grande do Sul,431410,Passo Fundo
431410,"4,3141E+12",Feminino,Superior Completo,Outra formação de nível superior,Outro vínculo não permanente,Rio Grande do Sul,431410,Passo Fundo
431420,"4,3142E+12",Feminino,Médio Incompleto,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,431420,Pedro Osório
431440,"4,3144E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,431440,Pelotas
431440,"4,3144E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,431440,Pelotas
431440,"4,3144E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Rio Grande do Sul,431440,Pelotas
431440,"4,3144E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Rio Grande do Sul,431440,Pelotas
431440,"4,3144E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,431440,Pelotas
431440,"4,3144E+12",Masculino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,431440,Pelotas
431440,"4,3144E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,431440,Pelotas
431440,"4,3144E+12",Feminino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,431440,Pelotas
431440,"4,3144E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Rio Grande do Sul,431440,Pelotas
431440,"4,3144E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,431440,Pelotas
431440,"4,3144E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,431440,Pelotas
431440,"4,3144E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,431440,Pelotas
431440,"4,3144E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Rio Grande do Sul,431440,Pelotas
431440,"4,3144E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,431440,Pelotas
431440,"4,3144E+12",Masculino,Superior Completo,Pedagoga(o),Sem Vínculo,Rio Grande do Sul,431440,Pelotas
431440,"4,3144E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,431440,Pelotas
431440,"4,3144E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,431440,Pelotas
431440,"4,3144E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,431440,Pelotas
431440,"4,3144E+12",Masculino,Médio Completo,Profissional de nível médio,Sem Vínculo,Rio Grande do Sul,431440,Pelotas
431440,"4,3144E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Rio Grande do Sul,431440,Pelotas
431490,"4,3149E+12",Masculino,Superior Incompleto,Profissional de nível médio,Sem Vínculo,Rio Grande do Sul,431490,Porto Alegre
431490,"4,3149E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Rio Grande do Sul,431490,Porto Alegre
431490,"4,3149E+12",Masculino,Doutorado,Outra formação de nível superior,Sem Vínculo,Rio Grande do Sul,431490,Porto Alegre
431490,"4,3149E+12",Masculino,Fundamental Completo,Outra formação de nível superior,Sem Vínculo,Rio Grande do Sul,431490,Porto Alegre
431490,"4,3149E+12",Feminino,Médio Incompleto,Sem formação profissional,Voluntária(o),Rio Grande do Sul,431490,Porto Alegre
431490,"4,3149E+12",Feminino,Superior Completo,Advogada(o),Voluntária(o),Rio Grande do Sul,431490,Porto Alegre
431490,"4,3149E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Rio Grande do Sul,431490,Porto Alegre
431490,"4,3149E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Rio Grande do Sul,431490,Porto Alegre
431490,"4,3149E+12",Feminino,Superior Completo,Analista de Sistema,Voluntária(o),Rio Grande do Sul,431490,Porto Alegre
431490,"4,3149E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Rio Grande do Sul,431490,Porto Alegre
431490,"4,3149E+12",Feminino,Superior Completo,Outra formação de nível superior,Voluntária(o),Rio Grande do Sul,431490,Porto Alegre
431560,"4,3156E+12",Masculino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,431560,Rio Grande
431560,"4,3156E+12",Feminino,Superior Completo,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,431560,Rio Grande
431560,"4,3156E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,431560,Rio Grande
431670,"4,3167E+12",Masculino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,431670,Santa Bárbara do Sul
431680,"4,3168E+12",Feminino,Superior Incompleto,Profissional de nível médio,Sem Vínculo,Rio Grande do Sul,431680,Santa Cruz do Sul
431690,"4,3169E+12",Feminino,Superior Incompleto,Profissional de nível médio,Sem Vínculo,Rio Grande do Sul,431690,Santa Maria
431690,"4,3169E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Rio Grande do Sul,431690,Santa Maria
431690,"4,3169E+12",Masculino,Superior Incompleto,Profissional de nível médio,Sem Vínculo,Rio Grande do Sul,431690,Santa Maria
431690,"4,3169E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Rio Grande do Sul,431690,Santa Maria
431720,"4,3172E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Rio Grande do Sul,431720,Santa Rosa
431720,"4,3172E+12",Masculino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Rio Grande do Sul,431720,Santa Rosa
431720,"4,3172E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Rio Grande do Sul,431720,Santa Rosa
431720,"4,3172E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Rio Grande do Sul,431720,Santa Rosa
431720,"4,3172E+12",Masculino,Médio Completo,Profissional de nível médio,Sem Vínculo,Rio Grande do Sul,431720,Santa Rosa
431720,"4,3172E+12",Feminino,Superior Incompleto,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,431720,Santa Rosa
431720,"4,3172E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Rio Grande do Sul,431720,Santa Rosa
431720,"4,3172E+12",Feminino,Superior Completo,Pedagoga(o),Sem Vínculo,Rio Grande do Sul,431720,Santa Rosa
431720,"4,3172E+12",Feminino,Superior Completo,Administrador(a),Sem Vínculo,Rio Grande do Sul,431720,Santa Rosa
431720,"4,3172E+12",Feminino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,431720,Santa Rosa
431720,"4,3172E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Rio Grande do Sul,431720,Santa Rosa
431720,"4,3172E+12",Feminino,Superior Completo,Enfermeira(o),Sem Vínculo,Rio Grande do Sul,431720,Santa Rosa
431720,"4,3172E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Rio Grande do Sul,431720,Santa Rosa
431720,"4,3172E+12",Feminino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,431720,Santa Rosa
431720,"4,3172E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Rio Grande do Sul,431720,Santa Rosa
431720,"4,3172E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,431720,Santa Rosa
431750,"4,3175E+12",Masculino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,431750,Santo Ângelo
431750,"4,3175E+12",Masculino,Médio Completo,Profissional de nível médio,Sem Vínculo,Rio Grande do Sul,431750,Santo Ângelo
431750,"4,3175E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,431750,Santo Ângelo
431750,"4,3175E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Rio Grande do Sul,431750,Santo Ângelo
431750,"4,3175E+12",Masculino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,431750,Santo Ângelo
431750,"4,3175E+12",Masculino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,431750,Santo Ângelo
431750,"4,3175E+12",Masculino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,431750,Santo Ângelo
431750,"4,3175E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,431750,Santo Ângelo
431750,"4,3175E+12",Feminino,Médio Incompleto,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,431750,Santo Ângelo
431750,"4,3175E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Rio Grande do Sul,431750,Santo Ângelo
431750,"4,3175E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Rio Grande do Sul,431750,Santo Ângelo
431750,"4,3175E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,431750,Santo Ângelo
431750,"4,3175E+12",Masculino,Médio Incompleto,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,431750,Santo Ângelo
431750,"4,3175E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,431750,Santo Ângelo
431750,"4,3175E+12",Feminino,Médio Incompleto,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,431750,Santo Ângelo
431750,"4,3175E+12",Feminino,Superior Incompleto,Profissional de nível médio,Sem Vínculo,Rio Grande do Sul,431750,Santo Ângelo
431750,"4,3175E+12",Masculino,Médio Completo,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,431750,Santo Ângelo
431750,"4,3175E+12",Masculino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,431750,Santo Ângelo
431750,"4,3175E+12",Masculino,Médio Incompleto,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,431750,Santo Ângelo
431750,"4,3175E+12",Feminino,Superior Incompleto,Profissional de nível médio,Sem Vínculo,Rio Grande do Sul,431750,Santo Ângelo
431750,"4,3175E+12",Masculino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,431750,Santo Ângelo
431750,"4,3175E+12",Feminino,Médio Incompleto,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,431750,Santo Ângelo
431750,"4,3175E+12",Masculino,Médio Incompleto,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,431750,Santo Ângelo
431750,"4,3175E+12",Masculino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,431750,Santo Ângelo
431750,"4,3175E+12",Feminino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,431750,Santo Ângelo
431750,"4,3175E+12",Masculino,Médio Incompleto,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,431750,Santo Ângelo
431750,"4,3175E+12",Masculino,Médio Completo,Profissional de nível médio,Sem Vínculo,Rio Grande do Sul,431750,Santo Ângelo
431750,"4,3175E+12",Feminino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,431750,Santo Ângelo
431750,"4,3175E+12",Feminino,Fundamental Incompleto,Profissional de nível médio,Sem Vínculo,Rio Grande do Sul,431750,Santo Ângelo
431750,"4,3175E+12",Feminino,Médio Incompleto,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,431750,Santo Ângelo
431750,"4,3175E+12",Masculino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,431750,Santo Ângelo
431750,"4,3175E+12",Masculino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,431750,Santo Ângelo
431750,"4,3175E+12",Feminino,Médio Incompleto,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,431750,Santo Ângelo
431750,"4,3175E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Rio Grande do Sul,431750,Santo Ângelo
431750,"4,3175E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,431750,Santo Ângelo
431750,"4,3175E+12",Feminino,Médio Incompleto,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,431750,Santo Ângelo
431870,"4,3187E+12",Masculino,Médio Completo,Profissional de nível médio,Sem Vínculo,Rio Grande do Sul,431870,São Leopoldo
431870,"4,3187E+12",Feminino,Superior Incompleto,Profissional de nível médio,Sem Vínculo,Rio Grande do Sul,431870,São Leopoldo
431870,"4,3187E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Rio Grande do Sul,431870,São Leopoldo
431870,"4,3187E+12",Masculino,Superior Incompleto,Profissional de nível médio,Sem Vínculo,Rio Grande do Sul,431870,São Leopoldo
431915,"4,31915E+12",Masculino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,431915,São Miguel das Missões
431915,"4,31915E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Rio Grande do Sul,431915,São Miguel das Missões
431915,"4,31915E+12",Masculino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,431915,São Miguel das Missões
431915,"4,31915E+12",Masculino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,431915,São Miguel das Missões
431915,"4,31915E+12",Feminino,Especialização,Outra formação de nível superior,Sem Vínculo,Rio Grande do Sul,431915,São Miguel das Missões
431915,"4,31915E+12",Feminino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,431915,São Miguel das Missões
431915,"4,31915E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,431915,São Miguel das Missões
431915,"4,31915E+12",Feminino,Médio Incompleto,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,431915,São Miguel das Missões
431915,"4,31915E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,431915,São Miguel das Missões
431915,"4,31915E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,431915,São Miguel das Missões
431915,"4,31915E+12",Masculino,Sem Escolaridade,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,431915,São Miguel das Missões
432000,"4,32E+12",Feminino,Superior Incompleto,Sem formação profissional,Outro vínculo não permanente,Rio Grande do Sul,432000,Sapucaia do Sul
432000,"4,32E+12",Feminino,Superior Incompleto,Sem formação profissional,Outro vínculo não permanente,Rio Grande do Sul,432000,Sapucaia do Sul
432000,"4,32E+12",Feminino,Médio Completo,Sem formação profissional,Outro vínculo não permanente,Rio Grande do Sul,432000,Sapucaia do Sul
432000,"4,32E+12",Masculino,Superior Completo,Outra formação de nível superior,Voluntária(o),Rio Grande do Sul,432000,Sapucaia do Sul
432000,"4,32E+12",Feminino,Médio Completo,Profissional de nível médio,Outro vínculo não permanente,Rio Grande do Sul,432000,Sapucaia do Sul
432000,"4,32E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,432000,Sapucaia do Sul
432000,"4,32E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,432000,Sapucaia do Sul
432000,"4,32E+12",Feminino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,432000,Sapucaia do Sul
432000,"4,32E+12",Feminino,Superior Incompleto,Outra formação de nível superior,Sem Vínculo,Rio Grande do Sul,432000,Sapucaia do Sul
432100,"4,321E+12",Feminino,Especialização,Outra formação de nível superior,Comissionada(o),Rio Grande do Sul,432100,Tapera
432120,"4,3212E+12",Feminino,Superior Incompleto,Sem formação profissional,Sem Vínculo,Rio Grande do Sul,432120,Taquara
432120,"4,3212E+12",Masculino,Médio Completo,Sem formação profissional,Voluntária(o),Rio Grande do Sul,432120,Taquara
