IBGE;NU_IDENTIFICADOR;q48_3;q48_9;q48_10;q48_11;q48_12;q48_13;IBGE7;UF;Regiao;Município;areaKm2;Pop_total_2022;Porte_pop2022;Q_incompleto;q7;DataCenso;DataCenso_2023;d48_2_Faixas_etarias;d48_9;d48_11;d48_9bin1;d48_9bin2;d48_9bin3;d48_10bin1;d48_10bin2;d48_10bin3;d48_10bin4;d48_10bin5;d48_11bin1;d48_11bin2;d48_11bin3;d48_11bin4;d48_9bin1_sum;d48_9bin2_sum;d48_9bin3_sum;d48_10bin1_sum;d48_10bin2_sum;d48_10bin3_sum;d48_10bin4_sum;d48_10bin5_sum;d48_11bin1_sum;d48_11bin2_sum;d48_11bin3_sum;d48_11bin4_sum;nu_familias_acolhedoras
420535;4,20535E+12;Feminino;Médio Completo;Administrador(a);Sem Vínculo;Família Acolhedora;25/04/2017;4205357;Santa Catarina;Região Sul;Flor do Sertão;58,735;SC;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;4;2;;;;;;;;;;6;6
420535;4,20535E+12;Feminino;Fundamental Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;27/04/2018;4205357;Santa Catarina;Região Sul;Flor do Sertão;58,735;SC;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;4;2;;;;;;;;;;6;6
420535;4,20535E+12;Feminino;Médio Incompleto;Sem formação profissional;Voluntária(o);Família Acolhedora;27/04/2018;4205357;Santa Catarina;Região Sul;Flor do Sertão;58,735;SC;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;16 a 29 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;4;2;;;;;;;;;;6;6
420535;4,20535E+12;Feminino;Médio Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;28/04/2017;4205357;Santa Catarina;Região Sul;Flor do Sertão;58,735;SC;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;4;2;;;;;;;;;;6;6
420535;4,20535E+12;Masculino;Fundamental Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;28/04/2017;4205357;Santa Catarina;Região Sul;Flor do Sertão;58,735;SC;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;4;2;;;;;;;;;;6;6
420540;4,2054E+12;Feminino;Superior Completo;Profissional de nível médio;Sem Vínculo;Família Acolhedora;19/05/2022;4205407;Santa Catarina;Região Sul;Florianópolis;675,409;SC;Grande;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;;6;6;;;1;;;;;;12;12
420540;4,2054E+12;Feminino;Superior Completo;Analista de Sistema;Sem Vínculo;Família Acolhedora;19/05/2022;4205407;Santa Catarina;Região Sul;Florianópolis;675,409;SC;Grande;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;;6;6;;;1;;;;;;12;12
420540;4,2054E+12;Masculino;Superior Completo;Profissional de nível médio;Sem Vínculo;Família Acolhedora;19/05/2022;4205407;Santa Catarina;Região Sul;Florianópolis;675,409;SC;Grande;completo;Municipal;31.08.2023;31/ago/23;16 a 29 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;;6;6;;;1;;;;;;12;12
420540;4,2054E+12;Feminino;Superior Incompleto;Profissional de nível médio;Sem Vínculo;Família Acolhedora;19/05/2022;4205407;Santa Catarina;Região Sul;Florianópolis;675,409;SC;Grande;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;;6;6;;;1;;;;;;12;12
420540;4,2054E+12;Feminino;Superior Completo;Outra formação de nível superior;Sem Vínculo;Família Acolhedora;19/05/2022;4205407;Santa Catarina;Região Sul;Florianópolis;675,409;SC;Grande;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;;6;6;;;1;;;;;;12;12
420540;4,2054E+12;Masculino;Superior Completo;Analista de Sistema;Sem Vínculo;Família Acolhedora;19/05/2022;4205407;Santa Catarina;Região Sul;Florianópolis;675,409;SC;Grande;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;;6;6;;;1;;;;;;12;12
420540;4,2054E+12;Feminino;Superior Completo;Analista de Sistema;Sem Vínculo;Família Acolhedora;19/05/2022;4205407;Santa Catarina;Região Sul;Florianópolis;675,409;SC;Grande;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;;6;6;;;1;;;;;;12;12
420540;4,2054E+12;Feminino;Médio Completo;Antropóloga(o);Sem Vínculo;Família Acolhedora;19/05/2022;4205407;Santa Catarina;Região Sul;Florianópolis;675,409;SC;Grande;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;Antropólogo;;;;;;Outros vínculos não permanentes;;6;6;;;1;;;;;;12;12
420540;4,2054E+12;Feminino;Superior Incompleto;Enfermeira(o);Sem Vínculo;Família Acolhedora;19/05/2022;4205407;Santa Catarina;Região Sul;Florianópolis;675,409;SC;Grande;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;;6;6;;;1;;;;;;12;12
420540;4,2054E+12;Masculino;Médio Completo;Profissional de nível médio;Sem Vínculo;Família Acolhedora;19/05/2022;4205407;Santa Catarina;Região Sul;Florianópolis;675,409;SC;Grande;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;;6;6;;;1;;;;;;12;12
420540;4,2054E+12;Masculino;Médio Completo;Outra formação de nível superior;Sem Vínculo;Família Acolhedora;19/05/2022;4205407;Santa Catarina;Região Sul;Florianópolis;675,409;SC;Grande;completo;Municipal;31.08.2023;31/ago/23;61 a 80 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;;6;6;;;1;;;;;;12;12
420540;4,2054E+12;Feminino;Superior Incompleto;Profissional de nível médio;Sem Vínculo;Família Acolhedora;19/05/2022;4205407;Santa Catarina;Região Sul;Florianópolis;675,409;SC;Grande;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;;6;6;;;1;;;;;;12;12
420543;4,20543E+12;Feminino;Médio Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;12/09/2022;4205431;Santa Catarina;Região Sul;Formosa do Sul;100,105;SC;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;61 a 80 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;;2;1;;;;;;;;;3;3
420543;4,20543E+12;Feminino;Superior Completo;Outra formação de nível superior;Sem Vínculo;Família Acolhedora;12/09/2022;4205431;Santa Catarina;Região Sul;Formosa do Sul;100,105;SC;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;61 a 80 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;;2;1;;;;;;;;;3;3
420543;4,20543E+12;Feminino;Médio Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;12/09/2022;4205431;Santa Catarina;Região Sul;Formosa do Sul;100,105;SC;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;;2;1;;;;;;;;;3;3
420545;4,20545E+12;Feminino;Superior Completo;Assistente Social;Sem Vínculo;Família Acolhedora;02/02/2022;4205456;Santa Catarina;Região Sul;Forquilhinha;183,134;SC;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;2;Outros vínculos não permanentes;;;Nível Superior;;Assistente Social;;;;;;;Outros vínculos não permanentes;6;;1;;1;;;;;;;7;7
420545;4,20545E+12;Feminino;Fundamental Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;23/06/2021;4205456;Santa Catarina;Região Sul;Forquilhinha;183,134;SC;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;6;;1;;1;;;;;;;7;7
420545;4,20545E+12;Feminino;Fundamental Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;03/05/2022;4205456;Santa Catarina;Região Sul;Forquilhinha;183,134;SC;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;16 a 29 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;6;;1;;1;;;;;;;7;7
420545;4,20545E+12;Feminino;Fundamental Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;14/04/2021;4205456;Santa Catarina;Região Sul;Forquilhinha;183,134;SC;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;6;;1;;1;;;;;;;7;7
420545;4,20545E+12;Feminino;Fundamental Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;02/01/2022;4205456;Santa Catarina;Região Sul;Forquilhinha;183,134;SC;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;6;;1;;1;;;;;;;7;7
420545;4,20545E+12;Feminino;Fundamental Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;15/03/2011;4205456;Santa Catarina;Região Sul;Forquilhinha;183,134;SC;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;6;;1;;1;;;;;;;7;7
420545;4,20545E+12;Feminino;Fundamental Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;07/10/2020;4205456;Santa Catarina;Região Sul;Forquilhinha;183,134;SC;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;6;;1;;1;;;;;;;7;7
420560;4,2056E+12;Feminino;Especialização;Assistente Social;Servidor(a) Estatutário(a);Família Acolhedora;28/01/2019;4205605;Santa Catarina;Região Sul;Galvão;139,34;SC;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;2;Servidor Estatutário;;;Nível Superior;;Assistente Social;;;;Servidor Estatutário;;;;;;2;;1;;;1;2;;;;2
420560;4,2056E+12;Feminino;Superior Completo;Psicóloga(o);Servidor(a) Estatutário(a);Família Acolhedora;01/03/2017;4205605;Santa Catarina;Região Sul;Galvão;139,34;SC;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;2;Servidor Estatutário;;;Nível Superior;;;;;Psicólogo;Servidor Estatutário;;;;;;2;;1;;;1;2;;;;2
420570;4,2057E+12;Feminino;Superior Incompleto;Sem formação profissional;Outro vínculo não permanente;Família Acolhedora;01/10/2020;4205704;Santa Catarina;Região Sul;Garopaba;115,405;SC;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;61 a 80 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;;1;;;;;;;;;;1;1
420640;4,2064E+12;Feminino;Fundamental Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;02/05/2016;4206405;Santa Catarina;Região Sul;Guaraciaba;330,57;SC;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;1;;;;;;;;;;;1;1
420660;4,2066E+12;Feminino;Médio Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;01/08/2018;4206603;Santa Catarina;Região Sul;Guarujá do Sul;100,219;SC;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;2;;;;;;;;;;;2;2
420660;4,2066E+12;Feminino;Fundamental Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;01/10/2006;4206603;Santa Catarina;Região Sul;Guarujá do Sul;100,219;SC;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;61 a 80 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;2;;;;;;;;;;;2;2
420665;4,20665E+12;Feminino;Médio Completo;Profissional de nível médio;Outro vínculo não permanente;Família Acolhedora;20/05/2017;4206652;Santa Catarina;Região Sul;Guatambú;205,875;SC;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;61 a 80 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;3;2;;;;;;;;;;5;5
420665;4,20665E+12;Feminino;Médio Completo;Sem formação profissional;Outro vínculo não permanente;Família Acolhedora;31/07/2017;4206652;Santa Catarina;Região Sul;Guatambú;205,875;SC;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;61 a 80 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;3;2;;;;;;;;;;5;5
420665;4,20665E+12;Feminino;Fundamental Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;02/05/2022;4206652;Santa Catarina;Região Sul;Guatambú;205,875;SC;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;3;2;;;;;;;;;;5;5
420665;4,20665E+12;Feminino;Médio Incompleto;Sem formação profissional;Outro vínculo não permanente;Família Acolhedora;08/08/2018;4206652;Santa Catarina;Região Sul;Guatambú;205,875;SC;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;3;2;;;;;;;;;;5;5
420665;4,20665E+12;Feminino;Fundamental Incompleto;Sem formação profissional;Outro vínculo não permanente;Família Acolhedora;01/10/2014;4206652;Santa Catarina;Região Sul;Guatambú;205,875;SC;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;61 a 80 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;3;2;;;;;;;;;;5;5
420670;4,2067E+12;Feminino;Fundamental Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;27/06/2023;4206702;Santa Catarina;Região Sul;Herval d'Oeste;217,334;SC;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;1;1;;;;;;;;;;2;2
420670;4,2067E+12;Masculino;Médio Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;20/06/2023;4206702;Santa Catarina;Região Sul;Herval d'Oeste;217,334;SC;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;1;1;;;;;;;;;;2;2
420700;4,207E+12;Feminino;Fundamental Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;01/10/2021;4207007;Santa Catarina;Região Sul;Içara;228,928;SC;Médio;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;5;2;;;;;;;;;;7;7
420700;4,207E+12;Feminino;Fundamental Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;01/05/2003;4207007;Santa Catarina;Região Sul;Içara;228,928;SC;Médio;completo;Municipal;31.08.2023;31/ago/23;61 a 80 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;5;2;;;;;;;;;;7;7
420700;4,207E+12;Feminino;Fundamental Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;04/09/2023;4207007;Santa Catarina;Região Sul;Içara;228,928;SC;Médio;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;5;2;;;;;;;;;;7;7
420700;4,207E+12;Feminino;Fundamental Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;16/10/2023;4207007;Santa Catarina;Região Sul;Içara;228,928;SC;Médio;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;5;2;;;;;;;;;;7;7
420700;4,207E+12;Feminino;Médio Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;22/10/2022;4207007;Santa Catarina;Região Sul;Içara;228,928;SC;Médio;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;5;2;;;;;;;;;;7;7
420700;4,207E+12;Feminino;Médio Completo;Profissional de nível médio;Sem Vínculo;Família Acolhedora;11/09/2017;4207007;Santa Catarina;Região Sul;Içara;228,928;SC;Médio;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;5;2;;;;;;;;;;7;7
420700;4,207E+12;Feminino;Fundamental Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;31/01/2019;4207007;Santa Catarina;Região Sul;Içara;228,928;SC;Médio;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;5;2;;;;;;;;;;7;7
420720;4,2072E+12;Feminino;Superior Completo;Enfermeira(o);Sem Vínculo;Família Acolhedora;16/05/2023;4207205;Santa Catarina;Região Sul;Imaruí;542,633;SC;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;;;3;2;;;;;;;;3;3
420720;4,2072E+12;Feminino;Superior Completo;Pedagoga(o);Sem Vínculo;Família Acolhedora;06/02/2020;4207205;Santa Catarina;Região Sul;Imaruí;542,633;SC;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;2;Outros vínculos não permanentes;;;Nível Superior;Pedagogo;;;;;;;;Outros vínculos não permanentes;;;3;2;;;;;;;;3;3
420720;4,2072E+12;Feminino;Superior Completo;Pedagoga(o);Sem Vínculo;Família Acolhedora;09/06/2020;4207205;Santa Catarina;Região Sul;Imaruí;542,633;SC;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;2;Outros vínculos não permanentes;;;Nível Superior;Pedagogo;;;;;;;;Outros vínculos não permanentes;;;3;2;;;;;;;;3;3
420750;4,2075E+12;Feminino;Fundamental Incompleto;Sem formação profissional;Voluntária(o);Família Acolhedora;15/06/2023;4207502;Santa Catarina;Região Sul;Indaial;430,79;SC;Médio;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;4;5;1;;1;;;;;;;10;10
420750;4,2075E+12;Feminino;Médio Completo;Sem formação profissional;Outro vínculo não permanente;Família Acolhedora;01/09/2022;4207502;Santa Catarina;Região Sul;Indaial;430,79;SC;Médio;completo;Municipal;31.08.2023;31/ago/23;16 a 29 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;4;5;1;;1;;;;;;;10;10
420750;4,2075E+12;Feminino;Médio Completo;Sem formação profissional;Outro vínculo não permanente;Família Acolhedora;23/05/2023;4207502;Santa Catarina;Região Sul;Indaial;430,79;SC;Médio;completo;Municipal;31.08.2023;31/ago/23;16 a 29 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;4;5;1;;1;;;;;;;10;10
420750;4,2075E+12;Feminino;Superior Incompleto;Sem formação profissional;Outro vínculo não permanente;Família Acolhedora;19/05/2023;4207502;Santa Catarina;Região Sul;Indaial;430,79;SC;Médio;completo;Municipal;31.08.2023;31/ago/23;16 a 29 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;4;5;1;;1;;;;;;;10;10
420750;4,2075E+12;Feminino;Médio Incompleto;Sem formação profissional;Voluntária(o);Família Acolhedora;05/09/2023;4207502;Santa Catarina;Região Sul;Indaial;430,79;SC;Médio;completo;Municipal;31.08.2023;31/ago/23;16 a 29 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;4;5;1;;1;;;;;;;10;10
420750;4,2075E+12;Feminino;Médio Completo;Sem formação profissional;Outro vínculo não permanente;Família Acolhedora;19/05/2023;4207502;Santa Catarina;Região Sul;Indaial;430,79;SC;Médio;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;4;5;1;;1;;;;;;;10;10
420750;4,2075E+12;Feminino;Mestrado;Assistente Social;Outro vínculo não permanente;Família Acolhedora;01/05/2022;4207502;Santa Catarina;Região Sul;Indaial;430,79;SC;Médio;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;2;Outros vínculos não permanentes;;;Nível Superior;;Assistente Social;;;;;;;Outros vínculos não permanentes;4;5;1;;1;;;;;;;10;10
420750;4,2075E+12;Feminino;Fundamental Completo;Sem formação profissional;Outro vínculo não permanente;Família Acolhedora;01/11/2022;4207502;Santa Catarina;Região Sul;Indaial;430,79;SC;Médio;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;4;5;1;;1;;;;;;;10;10
420750;4,2075E+12;Feminino;Médio Completo;Profissional de nível médio;Outro vínculo não permanente;Família Acolhedora;01/09/2022;4207502;Santa Catarina;Região Sul;Indaial;430,79;SC;Médio;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;4;5;1;;1;;;;;;;10;10
420750;4,2075E+12;Feminino;Fundamental Completo;Sem formação profissional;Outro vínculo não permanente;Família Acolhedora;01/05/2022;4207502;Santa Catarina;Região Sul;Indaial;430,79;SC;Médio;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;4;5;1;;1;;;;;;;10;10
420768;4,20768E+12;Feminino;Fundamental Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;19/04/2023;4207684;Santa Catarina;Região Sul;Ipuaçu;260,893;SC;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;1;1;;;;;;;;;;2;2
420768;4,20768E+12;Feminino;Superior Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;14/04/2023;4207684;Santa Catarina;Região Sul;Ipuaçu;260,893;SC;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;1;1;;;;;;;;;;2;2
420775;4,20775E+12;Feminino;Sem Escolaridade;Sem formação profissional;Sem Vínculo;Família Acolhedora;21/03/2023;4207759;Santa Catarina;Região Sul;Iraceminha;163,105;SC;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;3;1;;;;;;;;;;4;4
420775;4,20775E+12;Feminino;Fundamental Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;21/03/2023;4207759;Santa Catarina;Região Sul;Iraceminha;163,105;SC;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;3;1;;;;;;;;;;4;4
420775;4,20775E+12;Feminino;Fundamental Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;17/03/2023;4207759;Santa Catarina;Região Sul;Iraceminha;163,105;SC;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;61 a 80 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;3;1;;;;;;;;;;4;4
420775;4,20775E+12;Feminino;Médio Completo;Sem formação profissional;Outro vínculo não permanente;Família Acolhedora;04/01/2022;4207759;Santa Catarina;Região Sul;Iraceminha;163,105;SC;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;3;1;;;;;;;;;;4;4
420785;4,20785E+12;Masculino;Fundamental Incompleto;Sem formação profissional;Voluntária(o);Família Acolhedora;08/09/2023;4207858;Santa Catarina;Região Sul;Irati;78,276;SC;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;61 a 80 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;2;;;;;;;;;;;2;2
420785;4,20785E+12;Masculino;Fundamental Incompleto;Profissional de nível médio;Voluntária(o);Família Acolhedora;08/09/2023;4207858;Santa Catarina;Região Sul;Irati;78,276;SC;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;61 a 80 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;2;;;;;;;;;;;2;2
420800;4,208E+12;Feminino;Médio Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;20/09/2022;4208005;Santa Catarina;Região Sul;Itá;165,869;SC;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;;1;1;;;;;;;;;2;2
420800;4,208E+12;Feminino;Superior Completo;Outra formação de nível superior;Sem Vínculo;Família Acolhedora;07/10/2022;4208005;Santa Catarina;Região Sul;Itá;165,869;SC;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;;1;1;;;;;;;;;2;2
420830;4,2083E+12;Masculino;Superior Incompleto;Outra formação de nível superior;Sem Vínculo;Família Acolhedora;03/05/2023;4208302;Santa Catarina;Região Sul;Itapema;57,803;SC;Médio;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;;2;;;;;;;;;;2;2
